gene	beta	hr	se	z	p	q
AC108673.2	0.4455687354304767	1.561377954321872	0.1756437440841687	2.5367754357192456	0.011187869469186706	0.9993228105536583
PHF19	0.553311400090123	1.7390020254457417	0.21832976818739308	2.5342920696696485	0.011267477464688813	0.9993228105536583
RPL3P4	0.4482113638313698	1.565509552783797	0.1769061386790437	2.5336111407900224	0.011289393339441123	0.9993228105536583
MMP24	-0.3628338651264394	0.6957020042631762	0.1432451581982651	-2.5329572719256754	0.01131047389602835	0.9993228105536583
TMA16	0.8848002573578323	2.4225004665130987	0.34949792639041566	2.5316323518596313	0.011353296151074277	0.9993228105536583
ZNF570	-0.6904393714590551	0.5013557392636208	0.27318897694218447	-2.527332468488193	0.011493264364903055	0.9993228105536583
LINC02762	-0.9112986942550458	0.4020018074395074	0.3613485288404877	-2.5219382992349915	0.011671017753604573	0.9993228105536583
PNMA8A	-0.3309305200425667	0.7182550716387387	0.13128565671626483	-2.5206905942343365	0.01171247890461169	0.9993228105536583
LYAR	0.7133078793181139	2.0407305965775433	0.28302586777323	2.520292173044905	0.011725745907755103	0.9993228105536583
NPM1P27	0.4420724588364783	1.5559284771167692	0.17545356581133303	2.5195980303520487	0.011748891969467712	0.9993228105536583
EFHD2	0.6180182906823247	1.8552478345798433	0.24533449901992857	2.5190843242642487	0.01176604748986021	0.9993228105536583
AKR1C3	-0.23061975570325924	0.7940413383292726	0.09157685575827915	-2.5183192171610425	0.011791639886497673	0.9993228105536583
HYAL1	-0.29134048558267034	0.7472612030318962	0.11571305455241084	-2.517784071206168	0.011809569544120713	0.9993228105536583
MYOSLID	0.3249760558916912	1.3839975069978045	0.1290768304240194	2.517694731301813	0.011812565163600741	0.9993228105536583
NBDY	0.735235101192938	2.085972349448809	0.29245285442022506	2.514029492550207	0.011936045176406118	0.9993228105536583
